STRESSOR_NAME,DATA_TYPE,CAS_RN,INCHIKEY_STANDARD...4,MANUAL_CHECK,CHEMICAL_ID,CHEMICAL_NAME,INCHIKEY_STANDARD...8,same_inchikey,Select_CHEMICAL_ID,Select_INCHIKEY,inchikey
"1,4-diklorbenzen",Stressor,106-46-7,"OCJBOOLMMGQPQU-UHFFFAOYSA-N, KOEVQQUUVMNSBO-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,OCJBOOLMMGQPQU-UHFFFAOYSA-N
Dimetylftalat,Stressor,131-11-3,NIQCNGHVCWTJSM-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,NIQCNGHVCWTJSM-UHFFFAOYSA-N
4-tert-oktylfenylfenylamin,Stressor,68921-45-9,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Bis(2-butoksyetyl)ftalat,Stressor,117-83-9,"CMCJNODIWQEOAI-UHFFFAOYSA-N, NLBWWDNZWHMRSJ-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,CMCJNODIWQEOAI-UHFFFAOYSA-N
"2,4,6-tri-tert-butylfenol",Stressor,732-26-3,"PFEFOYRSMXVNEL-UHFFFAOYSA-N, JJULABXIXFRDCQ-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,PFEFOYRSMXVNEL-UHFFFAOYSA-N
Diisononylftalat,Stressor,28553-12-0,"HBGGXOJOCNVPFY-UHFFFAOYSA-N, GDJOUZYAIHWDCA-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,HBGGXOJOCNVPFY-UHFFFAOYSA-N
Propranolol (legemiddel),Stressor,525-66-6,NA,NA,NA,NA,NA,TRUE,NA,NA,AQHHHDLHHXJYJD-UHFFFAOYSA-N
Heksafluorpropylenoksid dimersyre (HFPO-DA),Stressor,13252-13-6,"TYIGVBWTLGEEJO-UHFFFAOYSA-N, CSEBNABAWMZWIF-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,TYIGVBWTLGEEJO-UHFFFAOYSA-N
Benzo[a]fluoren,Stressor,238-84-6,HKMTVMBEALTRRR-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,HKMTVMBEALTRRR-UHFFFAOYSA-N
Simazin,Stressor,122-34-9,NA,NA,NA,NA,NA,TRUE,NA,NA,ODCWYMIRDDJXKW-UHFFFAOYSA-N
Kokamidopropylbetain,Stressor,61789-40-0,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"2,6-diklorfenol",Stressor,87-65-0,"HOLHYSJJBXSLMV-UHFFFAOYSA-N, IZKSNNFHBNOJFL-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,HOLHYSJJBXSLMV-UHFFFAOYSA-N
"2-Bromallyl-2,4,6-tribromfenyleter",Stressor,99717-56-3,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
3-tert-butylfenol,Stressor,585-34-2,CYEKUDPFXBLGHH-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,CYEKUDPFXBLGHH-UHFFFAOYSA-N
beta-Pinen,Stressor,127-91-3,"WTARULDDTDQWMU-UHFFFAOYSA-N, WTARULDDTDQWMU-IUCAKERBSA-N",NA,NA,NA,NA,FALSE,NA,NA,WTARULDDTDQWMU-UHFFFAOYSA-N
PCB99,Stressor,38380-01-7,LMQJBFRGXHMNOX-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,LMQJBFRGXHMNOX-UHFFFAOYSA-N
4-n-propylfenol,Stressor,645-56-7,"KLSLBUSXWBJMEC-UHFFFAOYSA-N, YVPZFPKENDZQEJ-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,KLSLBUSXWBJMEC-UHFFFAOYSA-N
Fenbendazol,Stressor,43210-67-9,NA,NA,NA,NA,NA,TRUE,NA,NA,HDDSHPAODJUKPD-UHFFFAOYSA-N
"2,3,5,6-tetraklorfenol",Stressor,935-95-5,KEWNKZNZRIAIAK-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,KEWNKZNZRIAIAK-UHFFFAOYSA-N
Isopropylnaftalen,Stressor,29253-36-9,NA,NA,NA,NA,NA,TRUE,NA,NA,PMPBFICDXLLSRM-UHFFFAOYSA-N
Metylparaben,Stressor,99-76-3,"LXCFILQKKLGQFO-UHFFFAOYSA-N, HYDYVXROZHFTGB-UHFFFAOYSA-N, FJKROLUGYXJWQN-UHFFFAOYSA-M",NA,NA,NA,NA,FALSE,NA,NA,LXCFILQKKLGQFO-UHFFFAOYSA-N
Fenoprop,Stressor,93-72-1,NA,NA,NA,NA,NA,TRUE,NA,NA,ZLSWBLPERHFHIS-UHFFFAOYSA-M
PCB187,Stressor,52663-68-0,UDMZPLROONOSEF-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,UDMZPLROONOSEF-UHFFFAOYSA-N
alfa-Endosulfan,Stressor,959-98-8,"VAGOADMLDBRNCD-UHFFFAOYSA-N, RDYMFSUJUZBWLH-BEJSPLBDSA-N, RDYMFSUJUZBWLH-GDSHQCHSSA-N, RDYMFSUJUZBWLH-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,VAGOADMLDBRNCD-UHFFFAOYSA-N
Alkoholpolyetoksilat (C10-C14),Stressor,66455-15-0,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Butylparaben,Stressor,94-26-8,NA,NA,NA,NA,NA,TRUE,NA,NA,QFOHBWFCKVYLES-UHFFFAOYSA-N
"2,4,6-triklorfenol",Stressor,88-06-2,"LINPIYWFGCPVIE-UHFFFAOYSA-N, ZCLNQBJWUCMGGS-UHFFFAOYSA-N, XWOIGIUHCAXXDJ-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,LINPIYWFGCPVIE-UHFFFAOYSA-N
Avobenzone,Stressor,70356-09-1,NA,NA,NA,NA,NA,TRUE,NA,NA,XNEFYCZVKIDDMS-UHFFFAOYSA-N
Flumequin,Stressor,42835-25-6,NA,NA,NA,NA,NA,TRUE,NA,NA,DPSPPJIUMHPXMA-UHFFFAOYSA-N
3-tert-butyl-4-hydroksyanisol,Stressor,121-00-6,"MRBKEAMVRSLQPH-UHFFFAOYSA-N, DJENHUUHOGXXCB-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,MRBKEAMVRSLQPH-UHFFFAOYSA-N
Emamektin,Stressor,119791-41-2,NA,NA,NA,NA,NA,TRUE,NA,NA,CXEGAUYXQAKHKJ-APFPJSSDSA-N
Klorfenvinfos,Stressor,470-90-6,"KLXJPQNHFFMLIG-UHFFFAOYSA-N, FSAVDKDHPDSCTO-WQLSENKSSA-N, FSAVDKDHPDSCTO-XYOKQWHBSA-N, FSAVDKDHPDSCTO-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,KLXJPQNHFFMLIG-UHFFFAOYSA-N
Trifluralin,Stressor,1582-09-8,NA,NA,NA,NA,NA,TRUE,NA,NA,ZSDSQXJSNMTJDA-UHFFFAOYSA-N
Styren,Stressor,100-42-5,"PPBRXRYQALVLMV-UHFFFAOYSA-N, BJHIKXHVCXFQLS-UYFOZJQFSA-N",NA,NA,NA,NA,FALSE,NA,NA,PPBRXRYQALVLMV-UHFFFAOYSA-N
4-tert-butylfenol,Stressor,98-54-4,"QHPQWRBYOIRBIT-UHFFFAOYSA-N, YHNCVLUVISTFCT-DHUJRADRSA-N",NA,NA,NA,NA,FALSE,NA,NA,QHPQWRBYOIRBIT-UHFFFAOYSA-N
"1,5-DPMA",Stressor,135821-04-4,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Pivmecillinam (legemiddel),Stressor,32886-97-8,"NPGNOVNWUSPMDP-UTEPHESZSA-N, PFNCKQIYLAVYJF-UHFFFAOYSA-N, NPGNOVNWUSPMDP-HLLBOEOZSA-N, NPGNOVNWUSPMDP-LRKSUFLFSA-N",NA,NA,NA,NA,FALSE,NA,NA,NPGNOVNWUSPMDP-UTEPHESZSA-N
Bortezomib (legemiddel),Stressor,179324-69-7,"GXJABQQUPOEUTA-RDJZCZTQSA-N, GXJABQQUPOEUTA-UHFFFAOYSA-N, GXJABQQUPOEUTA-NVXWUHKLSA-N, QVZCXCJXTMIDME-UHFFFAOYSA-N, GXJABQQUPOEUTA-DOTOQJQBSA-N",NA,NA,NA,NA,FALSE,NA,NA,GXJABQQUPOEUTA-RDJZCZTQSA-N
"2,4,6-trimetylfenol",Stressor,527-60-6,BPRYUXCVCCNUFE-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,BPRYUXCVCCNUFE-UHFFFAOYSA-N
Oktyldimetyl-p-aminobenzoat,Stressor,21245-02-3,NA,NA,NA,NA,NA,TRUE,NA,NA,WYWZRNAHINYAEF-UHFFFAOYSA-N
"2,4-di-tert-pentylfenol",Stressor,120-95-6,WMVJWKURWRGJCI-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,WMVJWKURWRGJCI-UHFFFAOYSA-N
Bisfenol AP,Stressor,1571-75-1,VOWWYDCFAISREI-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,VOWWYDCFAISREI-UHFFFAOYSA-N
"3,5-ditert-butyl-4-hydroksybenzaldehyd",Stressor,1620-98-0,"DOZRDZLFLOODMB-UHFFFAOYSA-N, FVZKXCAURJYJGJ-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,DOZRDZLFLOODMB-UHFFFAOYSA-N
Carbamazepin (legemiddel),Stressor,298-46-4,NA,NA,NA,NA,NA,TRUE,NA,NA,FFGPTBGBLSHEPO-UHFFFAOYSA-N
PCB18,Stressor,37680-65-2,DCMURXAZTZQAFB-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,DCMURXAZTZQAFB-UHFFFAOYSA-N
Amoksicillin (legemiddel),Stressor,26787-78-0,"LSQZJLSUYDQPKJ-NJBDSQKTSA-N, LSQZJLSUYDQPKJ-UHFFFAOYSA-N, LSQZJLSUYDQPKJ-BBGACYKPSA-N, MQXQVCLAUDMCEF-CWLIKTDRSA-N, LSQZJLSUYDQPKJ-UWFZAAFLSA-N, FONUDMIOOCPPCQ-UHFFFAOYSA-N, MQXQVCLAUDMCEF-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,LSQZJLSUYDQPKJ-NJBDSQKTSA-N
Disykloheksylftalat,Stressor,84-61-7,"VOWAEIGWURALJQ-UHFFFAOYSA-N, BZBIGFTZTTYEMF-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,VOWAEIGWURALJQ-UHFFFAOYSA-N
"2,6-dimetylfenol",Stressor,576-26-1,NXXYKOUNUYWIHA-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,NXXYKOUNUYWIHA-UHFFFAOYSA-N
Doksorubicin (legemiddel),Stressor,23214-92-8,"AOJJSUZBOXZQNB-TZSSRYMLSA-N, MWWSFMDVAYGXBV-FGBJBKNOSA-N, AOJJSUZBOXZQNB-BLSUDJMZSA-N, AOJJSUZBOXZQNB-UHFFFAOYSA-N, MWWSFMDVAYGXBV-RUELKSSGSA-N",NA,NA,NA,NA,FALSE,NA,NA,AOJJSUZBOXZQNB-TZSSRYMLSA-N
Paracetamol (legemiddel),Stressor,103-90-2,NA,NA,NA,NA,NA,TRUE,NA,NA,RZVAJINKPMORJF-UHFFFAOYSA-N
Bisfenol B,Stressor,77-40-7,"HTVITOHKHWFJKO-UHFFFAOYSA-N, OKCHIIATHDZHJP-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,HTVITOHKHWFJKO-UHFFFAOYSA-N
N-tert-butylbenzotiazol-2-sulfenamid,Stressor,95-31-8,"IUJLOAKJZQBENM-UHFFFAOYSA-N, MFQILVWIKSHMTR-UHFFFAOYSA-N, RHZARILSPOXHFP-UHFFFAOYSA-N, GVZIFIHCXVTZKY-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,IUJLOAKJZQBENM-UHFFFAOYSA-N
"2,3,6-triklorfenol",Stressor,933-75-5,XGCHAIDDPMFRLJ-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,XGCHAIDDPMFRLJ-UHFFFAOYSA-N
"2-amino-4-metoksy-6-metyl-1,3,5-triazin (IN-A4098)",Stressor,1668-54-8,NA,NA,NA,NA,NA,TRUE,NA,NA,NXFQWRWXEYTOTK-UHFFFAOYSA-N
"N,N'-ditiodi-o-fenylenedibenzamid",Stressor,135-57-9,ZHMIOPLMFZVSHY-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,ZHMIOPLMFZVSHY-UHFFFAOYSA-N
Dekabromdifenyletan,Stressor,84852-53-9,"BZQKBFHEWDPQHD-UHFFFAOYSA-N, UCOVJAWVLURSDL-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,BZQKBFHEWDPQHD-UHFFFAOYSA-N
Perfluorbutansulfonamid,Stressor,30334-69-1,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
1-Nitropyren (1-NPY),Stressor,5522-43-0,"ALRLPDGCPYIVHP-UHFFFAOYSA-N, UISKIUIWPSPSAV-UHFFFAOYSA-N, PDICOVQLIAKCRF-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,ALRLPDGCPYIVHP-UHFFFAOYSA-N
Dodecylfenol,Stressor,27193-86-8,"CYEJMVLDXAUOPN-UHFFFAOYSA-N, KJWMCPYEODZESQ-UHFFFAOYSA-N, PPUYTKKLEAZCCW-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,CYEJMVLDXAUOPN-UHFFFAOYSA-N
4-tert-Pentylfenol,Stressor,80-46-6,"NRZWYNLTFLDQQX-UHFFFAOYSA-N, IQGWPPQNIZBTBM-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,NRZWYNLTFLDQQX-UHFFFAOYSA-N
Sum Triklorbifenyl,Stressor,25323-68-6,NA,NA,NA,NA,NA,TRUE,NA,NA,IUYHQGMDSZOPDZ-UHFFFAOYSA-N
Bensotiasol-2-ylamin,Stressor,136-95-8,"UHGULLIUJBCTEF-UHFFFAOYSA-N, GKXOABVSZWCJJK-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,UHGULLIUJBCTEF-UHFFFAOYSA-N
Butylert hydroksytoluen (BHT),Stressor,128-37-0,"NLZUEZXRPGMBCV-UHFFFAOYSA-N, KUNNUNBSGQSGDY-UHFFFAOYSA-N, OKLNGCVEHOKJIY-UHFFFAOYSA-N, VBKRXPZQAMBGCG-UHFFFAOYSA-N, HNURKXXMYARGAY-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,NLZUEZXRPGMBCV-UHFFFAOYSA-N
N-etyl perfluorbutansulfonamid (N-EtFBSA),Stressor,40630-67-9,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
2-klorfenol,Stressor,95-57-8,"ISPYQTSUDJAMAB-UHFFFAOYSA-N, XWIOTWSCUBVKCL-UHFFFAOYSA-N, NYEWDMNOXFGGDX-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,ISPYQTSUDJAMAB-UHFFFAOYSA-N
Dicofol,Stressor,115-32-2,"UOAMTSKGCBMZTC-UHFFFAOYSA-N, ZWBANJRSWNLUEP-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,UOAMTSKGCBMZTC-UHFFFAOYSA-N
Butylert hydroksyanisol,Stressor,25013-16-5,"MRBKEAMVRSLQPH-UHFFFAOYSA-N, BVCOHOSEBKQIQD-UHFFFAOYSA-N, GVVKHLYTGICDIV-UHFFFAOYSA-N, CZBZUDVBLSSABA-UHFFFAOYSA-N, NPFHHEKPJSMPGF-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,MRBKEAMVRSLQPH-UHFFFAOYSA-N
Prazikvantel,Stressor,55268-74-1,NA,NA,NA,NA,NA,TRUE,NA,NA,FSVJFNAIGNNGKK-UHFFFAOYSA-N
Metalaksyl,Stressor,57837-19-1,NA,NA,NA,NA,NA,TRUE,NA,NA,ZQEIXNIJLIKNTD-UHFFFAOYSA-N
Dikloretylen,Stressor,75-35-4,"LGXVIGDEPROXKC-UHFFFAOYSA-N, CHCUBGPSZDGABM-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,LGXVIGDEPROXKC-UHFFFAOYSA-N
"4,4'-Bis(1,1-dimetylbenzyl)difenylamin",Stressor,10081-67-1,"UJAWGGOCYUPCPS-UHFFFAOYSA-N, YRTUTIAAXFGSAM-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,UJAWGGOCYUPCPS-UHFFFAOYSA-N
"1,2,4-trimetylbenzen",Stressor,95-63-6,"GWHJZXXIDMPWGX-UHFFFAOYSA-N, VCJPCEVERINRSG-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,GWHJZXXIDMPWGX-UHFFFAOYSA-N
Fenol,Stressor,108-95-2,"ISWSIDIOOBJBQZ-UHFFFAOYSA-N, HPXRVTGHNJAIIH-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,ISWSIDIOOBJBQZ-UHFFFAOYSA-N
"2,3-dimetylfenol",Stressor,526-75-0,QWBBPBRQALCEIZ-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,QWBBPBRQALCEIZ-UHFFFAOYSA-N
Docetaxel (legemiddel),Stressor,114977-28-5,"ZDZOTLJHXYCWBA-VCVYQWHSSA-N, ZDZOTLJHXYCWBA-OBFJEUQQSA-N, ZDZOTLJHXYCWBA-UHFFFAOYSA-N, ZDZOTLJHXYCWBA-BSEPLHNVSA-N, BEDLLNJKXXVTSX-LWWLJZAUSA-N, ZDZOTLJHXYCWBA-JXHJHTFNSA-N",NA,NA,NA,NA,FALSE,NA,NA,ZDZOTLJHXYCWBA-VCVYQWHSSA-N
N-(4-Bromfenyl)-4-difenylamin,Stressor,1160294-93-8,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Dibenzofuran,Stressor,132-64-9,NA,NA,NA,NA,NA,TRUE,NA,NA,TXCDCPKCNAJMEE-UHFFFAOYSA-N
Tamoksifen (legemiddel),Stressor,10540-29-1,NA,NA,NA,NA,NA,TRUE,NA,NA,NKANXQFJJICGDU-QPLCGJKRSA-N
Mekoprop,Stressor,93-65-2,"WNTGYJSOUMFZEP-UHFFFAOYSA-N, WNTGYJSOUMFZEP-ZETCQYMHSA-N, ARVCMFNXXVDDBH-UHFFFAOYSA-N, JNFSCNHXRUOQJS-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,WNTGYJSOUMFZEP-UHFFFAOYSA-N
Etylendiamintetraeddiksyre (EDTA),Stressor,60-00-4,NA,NA,NA,NA,NA,TRUE,NA,NA,KCXVZYZYPLLWCC-UHFFFAOYSA-N
OH-PCB118,Stressor,170946-11-9,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Quinoxyfen,Stressor,124495-18-7,NA,NA,NA,NA,NA,TRUE,NA,NA,WRPIRSINYZBGPK-UHFFFAOYSA-N
Klorden Plus,Stressor,13560-91-3,NA,NA,NA,NA,NA,TRUE,NA,NA,FUVVGRBPINDFIQ-UHFFFAOYSA-N
Metformin (legemiddel),Stressor,657-24-9,NA,NA,NA,NA,NA,TRUE,NA,NA,XZWYZXLIPXDOLR-UHFFFAOYSA-N
Perfluorpentadekanesulfonsyre (PFPeS)(,Stressor,1379460-34-0,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
p-Cymene,Stressor,99-87-6,"HFPZCAJZSCWRBC-UHFFFAOYSA-N, RLXAQIXESOWNGY-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,HFPZCAJZSCWRBC-UHFFFAOYSA-N
"3,4-dimetylfenol",Stressor,95-65-8,"YCOXTKKNXUZSKD-UHFFFAOYSA-N, KIODQSOCCGHCJX-QWWZWVQMSA-N, NXXYKOUNUYWIHA-UHFFFAOYSA-N, RUIITITXVUAZRJ-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,YCOXTKKNXUZSKD-UHFFFAOYSA-N
4-n-Oktylfenol,Stressor,1806-26-4,NTDQQZYCCIDJRK-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,NTDQQZYCCIDJRK-UHFFFAOYSA-N
4-tert-Oktylfenol dietoksylat (OP2EO),Stressor,2315-61-9,LBCZOTMMGHGTPH-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,LBCZOTMMGHGTPH-UHFFFAOYSA-N
(E)-EHMC,Stressor,83834-59-7,"XIOBZUDJYKXUEL-DTQAZKPQSA-M, YBGZDTIWKVFICR-JLHYYAGUSA-N, YBGZDTIWKVFICR-UHFFFAOYSA-N, XIOBZUDJYKXUEL-UHFFFAOYSA-M",NA,NA,NA,NA,FALSE,NA,NA,XIOBZUDJYKXUEL-DTQAZKPQSA-M
Heksabrombenzen,Stressor,87-82-1,"CAYGQBVSOZLICD-UHFFFAOYSA-N, JPZXHKDZASGCLU-UHFFFAOYSA-N, QFQZKISCBJKVHI-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,CAYGQBVSOZLICD-UHFFFAOYSA-N
Isoproturon,Stressor,34123-59-6,NA,NA,NA,NA,NA,TRUE,NA,NA,PUIYMUZLKQOUOZ-UHFFFAOYSA-N
Isosyklemon E,Stressor,54464-57-2,"FVUGZKDGWGKCFE-UHFFFAOYSA-N, BWDPCXHOBQOAEX-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,FVUGZKDGWGKCFE-UHFFFAOYSA-N
PBB15,Stressor,92-86-4,"HQJQYILBCQPYBI-UHFFFAOYSA-N, FTDZECHQBVIHKZ-UHFFFAOYSA-N, JEACHLMQCZGTIH-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,HQJQYILBCQPYBI-UHFFFAOYSA-N
C2-Naftalener,Stressor,28804-88-8,"QNLZIZAQLLYXTC-UHFFFAOYSA-N, YGYNBBAUIYTWBF-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,QNLZIZAQLLYXTC-UHFFFAOYSA-N
"3,5-dimetylfenol",Stressor,108-68-9,"TUAMRELNJMMDMT-UHFFFAOYSA-N, QYWCIRZOGSMFAW-DUXPYHPUSA-N, VSSZKXRAUHZJFV-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,TUAMRELNJMMDMT-UHFFFAOYSA-N
Deltamethrin,Stressor,52918-63-5,NA,NA,NA,NA,NA,TRUE,NA,NA,OWZREIFADZCYQD-NSHGMRRFSA-N
Lilial,Stressor,80-54-6,"SDQFDHOLCGWZPU-UHFFFAOYSA-N, VYJJNCPBSHEQPK-PUNYTLGJSA-N, NKZPGPZCKPODMT-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,SDQFDHOLCGWZPU-UHFFFAOYSA-N
4-klorfenol,Stressor,106-48-9,"WXNZTHHGJRFXKQ-UHFFFAOYSA-N, XTTKGLDMUKWIAS-UHFFFAOYSA-N, HVPIAXWCSPHTAY-UHFFFAOYSA-N, SJEOCSMLOPQAFS-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,WXNZTHHGJRFXKQ-UHFFFAOYSA-N
m-Xylen,Stressor,108-38-3,"IVSZLXZYQVIEFR-UHFFFAOYSA-N, OISVIRKNIBQSAC-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,IVSZLXZYQVIEFR-UHFFFAOYSA-N
PCB47,Stressor,2437-79-8,QORAVNMWUNPXAO-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,QORAVNMWUNPXAO-UHFFFAOYSA-N
Polyetylen,Stressor,9002-88-4,VGGSQFUCUMXWEO-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,VGGSQFUCUMXWEO-UHFFFAOYSA-N
Dibenzoylmetan,Stressor,120-46-7,"NZZIMKJIVMHWJC-UHFFFAOYSA-N, RZCYUOWKJNUVBF-KAMYIIQDSA-N, YZAJYGCOUNWNGD-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,NZZIMKJIVMHWJC-UHFFFAOYSA-N
"2,3,4,5-tetraklorfenol",Stressor,4901-51-3,RULKYXXCCZZKDZ-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,RULKYXXCCZZKDZ-UHFFFAOYSA-N
"1,2,3-triklorbenzen",Stressor,87-61-6,"RELMFMZEBKVZJC-UHFFFAOYSA-N, OYXHFBDAJBFGBQ-UHFFFAOYSA-N",NA,NA,NA,NA,FALSE,NA,NA,RELMFMZEBKVZJC-UHFFFAOYSA-N
Polyvinylklorid (PVC),Stressor,9002-86-2,BZHJMEDXRYGGRV-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,BZHJMEDXRYGGRV-UHFFFAOYSA-N
"N-(4-(tert-Butyl)fenyl)-9,9-dimetyl-9H-fluoren-2-amin",Stressor,944418-46-6,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
2-Metylbenzotiazol,Stressor,120-75-2,DXYYSGDWQCSKKO-UHFFFAOYSA-N,NA,NA,NA,NA,FALSE,NA,NA,DXYYSGDWQCSKKO-UHFFFAOYSA-N
4:2 Cl-PFAES,Stressor,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
E. coli,Quality parameter,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Estimert antall fisk (art) per arealenhet,Quality parameter,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Fargetall,Quality parameter,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Fluoresensmåling av klorofyll a,Quality parameter,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Forsuringsindeks påvekstalger artssammensetning,Quality parameter,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Antall EPT arter/taksa limnisk/lotisk bunnfauna,Quality parameter,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Antall individer fisk (art) innen en gitt aldersgruppe,Quality parameter,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Artsforekomst,Quality parameter,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Average Score per Taxon (ASPT),Quality parameter,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Begroing EQR eutrofiering,Quality parameter,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Begroing nEQR eutrofiering,Quality parameter,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Begroing nEQR forsuring,Quality parameter,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
C1-Acenaftener,Stressor,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
C1-Dibenzotiofener,Stressor,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
C1-Fenantrener/antracener,Stressor,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
C2-Dibenzotiofener,Stressor,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
C2-Fenantrener/antracener,Stressor,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
C3-Dibenzotiofener,Stressor,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
C3-Fenantrener/antracener,Stressor,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
Dekningsgrad makroskopisk begroing (%),Quality parameter,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
